
[Long Strangle - Buy OTM Call and OTM Put - Long Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
OKLO,23,0.2288,S,1160,,17.686,43.31,60,17.5,49,7.05,1045,55.00000000000001,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2288,S,1160,,17.686,43.31,65,22.25,49,7.05,1520,80,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2287,S,1160,,17.686,43.31,65,22.25,48,5.85,1639.9999999999998,60,3.66,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
SMCI,9,0.2268,M,549,12.35,16.713,40.26,60,19.85,45,5.15,1470,30,2.04,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
WULF,9,0.2268,S,1119,,0.295,17.86,25,7.3,20,2.4,490.00000000000006,10,2.04,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
MARA,9,0.2268,S,1583,,4.348,11.83,14,2.37,13.5,1.88,49.00000000000002,1,2.04,6.56,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 4.35; Revenue: 80.0cr; Net Profit: -346.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 15.0; Projected Low: 6.0; All time high: 155.68 => 92.0%; SMA 200: 10.92 => 7.7%; RSI: 52.42; Day Volatility: 6.56; Week Volatility: 19.46; Month Volatility: 31.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.66 => 43.7%; Week Support: 6.66 => 43.7%; Month Support: 3.11 => 73.71%; Day NWE: 8.65 => 26.87%; Week NWE: 5.8 => 50.97%; Month NWE: -4.58 => 138.73%)
MARA,9,0.2268,S,1583,,4.348,11.83,17,5.25,14,2.31,294,6,2.04,6.56,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 4.35; Revenue: 80.0cr; Net Profit: -346.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 15.0; Projected Low: 6.0; All time high: 155.68 => 92.0%; SMA 200: 10.92 => 7.7%; RSI: 52.42; Day Volatility: 6.56; Week Volatility: 19.46; Month Volatility: 31.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.66 => 43.7%; Week Support: 6.66 => 43.7%; Month Support: 3.11 => 73.71%; Day NWE: 8.65 => 26.87%; Week NWE: 5.8 => 50.97%; Month NWE: -4.58 => 138.73%)
MARA,9,0.2268,S,1583,,4.348,11.83,20,8.25,13.5,1.88,637,13,2.04,6.56,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 4.35; Revenue: 80.0cr; Net Profit: -346.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 15.0; Projected Low: 6.0; All time high: 155.68 => 92.0%; SMA 200: 10.92 => 7.7%; RSI: 52.42; Day Volatility: 6.56; Week Volatility: 19.46; Month Volatility: 31.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.66 => 43.7%; Week Support: 6.66 => 43.7%; Month Support: 3.11 => 73.71%; Day NWE: 8.65 => 26.87%; Week NWE: 5.8 => 50.97%; Month NWE: -4.58 => 138.73%)
OKLO,16,0.2267,S,1160,,17.686,43.31,59,16.35,49,6.7,965.0000000000002,35,3.63,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2241,S,1160,,17.686,43.31,62,19.25,49,6.7,1255,45,3.59,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,9,0.2217,S,701,,11.009,46.93,75,28.6,52,6.05,2255,45,2,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
SMCI,16,0.2155,M,549,12.35,16.713,40.26,49,9.25,46,6.35,290.00000000000006,10,3.45,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,16,0.2155,S,1160,,17.686,43.31,58,15.4,49,6.7,869.9999999999999,30,3.45,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2155,S,1160,,17.686,43.31,64,21.2,49,6.7,1450,50,3.45,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,9,0.2143,S,701,,11.009,46.93,90,43.15,53,6.85,3629.9999999999995,70,1.93,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2128,S,1160,,17.686,43.31,65,22.25,50,7.95,1430,70,4.9,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
MARA,23,0.2128,S,1583,,4.348,11.83,15.5,3.95,14,2.52,143.00000000000003,7.000000000000001,4.9,6.56,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 4.35; Revenue: 80.0cr; Net Profit: -346.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 15.0; Projected Low: 6.0; All time high: 155.68 => 92.0%; SMA 200: 10.92 => 7.7%; RSI: 52.42; Day Volatility: 6.56; Week Volatility: 19.46; Month Volatility: 31.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.66 => 43.7%; Week Support: 6.66 => 43.7%; Month Support: 3.11 => 73.71%; Day NWE: 8.65 => 26.87%; Week NWE: 5.8 => 50.97%; Month NWE: -4.58 => 138.73%)
WULF,9,0.2123,S,1119,,0.295,17.86,28,10.25,20,2.4,785,15,1.91,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
SMCI,23,0.2117,M,549,12.35,16.713,40.26,60,20,46,6.65,1335,65,4.87,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
SMCI,16,0.2076,M,549,12.35,16.713,40.26,60,19.9,46,6.35,1355,45,3.32,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,16,0.2076,S,1160,,17.686,43.31,63,20.25,49,6.7,1355,45,3.32,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
UMAC,9,0.2058,M,2664,,7.768,23.76,32,8.6,26.5,3.2,540,10,1.85,7.46,(Stock Name: Unusual Machines. Inc.; Sector: Technology; Strength: M - Mixed (both fundamentals + momentum/news driven); Intrinsic: 7.77; Revenue: 3.0cr; Net Profit: -1.0cr; Recommended: none; Projected High: 45.0; Projected Medium: 40.0; Projected Low: 30.0; All time high: 34.93 => 32.0%; SMA 200: 17.31 => 27.13%; RSI: 47.86; Day Volatility: 7.46; Week Volatility: 24.37; Month Volatility: 48.94; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.24 => 69.51%; Week Support: 7.24 => 69.51%; Month Support: 0.0 => 100.0%; Day NWE: 18.06 => 23.98%; Week NWE: 15.22 => 35.93%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2049,S,1160,,17.686,43.31,60,17.5,50,7.95,955.0000000000001,45,4.71,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2016,S,1160,,17.686,43.31,57,14.45,49,6.7,774.9999999999999,25,3.23,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
MARA,9,0.196,S,1583,,4.348,11.83,21,9.25,13.5,1.88,737,13,1.76,6.56,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 4.35; Revenue: 80.0cr; Net Profit: -346.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 15.0; Projected Low: 6.0; All time high: 155.68 => 92.0%; SMA 200: 10.92 => 7.7%; RSI: 52.42; Day Volatility: 6.56; Week Volatility: 19.46; Month Volatility: 31.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.66 => 43.7%; Week Support: 6.66 => 43.7%; Month Support: 3.11 => 73.71%; Day NWE: 8.65 => 26.87%; Week NWE: 5.8 => 50.97%; Month NWE: -4.58 => 138.73%)
IBIT,23,0.189,S,,,,44.39,55,10.65,49,4.9,575,25,4.35,2.61,
WULF,9,0.1883,S,1119,,0.295,17.86,23,5.35,20,2.4,295,5,1.69,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
WULF,9,0.1883,S,1119,,0.295,17.86,26,8.3,20,2.4,590,10,1.69,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
SOFI,23,0.1812,S,592,36.76,8.584,18.01,23,5.1,20,2.22,287.99999999999994,12,4.17,4.36,(Stock Name: SoFi Technologies. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Speculative tech ; Intrinsic: 8.58; Revenue: 427.0cr; Net Profit: 64.0cr; Recommended: hold; Projected High: 30.0; Projected Medium: 19.0; Projected Low: 12.0; All time high: 32.73 => 45.0%; SMA 200: 19.97 => -10.88%; RSI: 51.18; Day Volatility: 4.36; Week Volatility: 9.53; Month Volatility: 20.58; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.6 => 52.25%; Week Support: 8.6 => 52.25%; Month Support: 6.01 => 66.63%; Day NWE: 16.05 => 10.9%; Week NWE: 10.94 => 39.25%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.1809,S,1160,,17.686,43.31,65,22.25,49,6.7,1555,45,2.89,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,9,0.1751,S,701,,11.009,46.93,110,63.15,52,6.05,5710,90,1.58,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.1694,S,1160,,17.686,43.31,52,10.1,48,6.25,384.99999999999994,15,3.9,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
