
[Long Strangle - Buy OTM Call and OTM Put - Long Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
SMCI,23,0.3106,M,549,12.35,16.713,40.26,48,8.65,45,5.85,280.00000000000006,20,7.14,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,16,0.3024,S,1160,,17.686,43.31,61,18.25,48,5.85,1240,60,4.84,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.3002,S,1160,,17.686,43.31,60,17.3,48,5.85,1145,55.00000000000001,4.8,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2976,S,1160,,17.686,43.31,59,16.35,48,5.85,1050.0000000000002,50,4.76,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2945,S,1160,,17.686,43.31,58,15.4,48,5.85,955.0000000000001,45,4.71,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2907,S,1160,,17.686,43.31,57,14.45,48,5.85,860,40,4.65,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
SMCI,23,0.2899,M,549,12.35,16.713,40.26,50,10.4,46,6.65,375,25,6.67,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,23,0.2899,S,1160,,17.686,43.31,60,17.5,48,6.25,1125,75,6.67,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
SMCI,9,0.2849,M,549,12.35,16.713,40.26,55,14.9,45,5.15,975,25,2.56,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
IREN,9,0.2849,S,701,,11.009,46.93,65,18.3,55,8.55,975,25,2.56,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
WULF,9,0.2849,S,1119,,0.295,17.86,22,4.35,20,2.4,194.99999999999997,5,2.56,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
WULF,9,0.2849,S,1119,,0.295,17.86,24,6.3,20,2.4,390,10,2.56,5.44,(Stock Name: TeraWulf Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 0.29; Revenue: 17.0cr; Net Profit: -195.0cr; Recommended: strong_buy; Projected High: 62.5; Projected Medium: 33.0; Projected Low: 25.0; All time high: 43.98 => 59.0%; SMA 200: 17.87 => -0.07%; RSI: 48.73; Day Volatility: 5.44; Week Volatility: 16.86; Month Volatility: 39.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.06 => 88.47%; Week Support: 2.06 => 88.47%; Month Support: 0.54 => 96.98%; Day NWE: 11.39 => 36.22%; Week NWE: 13.28 => 25.62%; Month NWE: 7.02 => 60.67%)
OKLO,16,0.2799,S,1160,,17.686,43.31,62,19.25,48,5.85,1340,60,4.48,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2717,S,1160,,17.686,43.31,54,11.6,48,5.85,575,25,4.35,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2717,S,1160,,17.686,43.31,55,12.45,49,6.7,574.9999999999999,25,4.35,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2717,S,1160,,17.686,43.31,65,22.25,48,6.25,1600,100,6.25,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,9,0.2695,S,701,,11.009,46.93,90,43.15,52,6.05,3710,90,2.43,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2693,S,1160,,17.686,43.31,55,12.7,49,7.05,565,35,6.19,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,9,0.2655,S,701,,11.009,46.93,70,23.2,55,8.55,1464.9999999999998,35,2.39,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2647,S,1160,,17.686,43.31,64,21.2,48,5.85,1535,65,4.23,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2635,S,1160,,17.686,43.31,56,13.65,49,7.05,660,40,6.06,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
SMCI,23,0.2612,M,549,12.35,16.713,40.26,60,20,45,5.85,1415,85,6.01,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
SMCI,16,0.2604,M,549,12.35,16.713,40.26,60,19.9,45,5.5,1439.9999999999998,60,4.17,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,16,0.2604,S,1160,,17.686,43.31,53,10.65,48,5.85,480.00000000000006,20,4.17,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2604,S,1160,,17.686,43.31,63,20.25,48,5.85,1440,60,4.17,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
SMCI,16,0.2435,M,549,12.35,16.713,40.26,50,10.2,46,6.35,384.99999999999994,15,3.9,5.3,(Stock Name: Super Micro Computer. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.71; Revenue: 3906.0cr; Net Profit: 220.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 42.5; Projected Low: 15.0; All time high: 122.9 => 67.0%; SMA 200: 31.37 => 22.09%; RSI: 62.66; Day Volatility: 5.3; Week Volatility: 16.04; Month Volatility: 34.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.48 => 51.61%; Week Support: 19.48 => 51.61%; Month Support: 17.25 => 57.15%; Day NWE: 28.35 => 29.57%; Week NWE: 18.45 => 54.16%; Month NWE: 18.3 => 54.54%)
OKLO,16,0.2435,S,1160,,17.686,43.31,61,18.25,49,6.7,1155,45,3.9,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2358,S,1160,,17.686,43.31,60,17.3,49,6.7,1060.0000000000002,40,3.77,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,16,0.2315,S,1160,,17.686,43.31,56,13.45,49,6.7,674.9999999999999,25,3.7,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
IREN,23,0.2288,S,701,,11.009,46.93,65,19,55,9.5,950,50,5.26,6.03,(Stock Name: IREN LIMITED; Sector: Financial Services; Strength: S - Crypto / AI / High hype ; Intrinsic: 11.01; Revenue: 71.0cr; Net Profit: -70.0cr; Recommended: buy; Projected High: 131.0; Projected Medium: 80.0; Projected Low: 43.0; All time high: 76.87 => 39.0%; SMA 200: 45.66 => 2.71%; RSI: 57.16; Day Volatility: 6.03; Week Volatility: 19.47; Month Volatility: 40.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.13 => 89.08%; Week Support: 5.13 => 89.08%; Month Support: 5.13 => 89.08%; Day NWE: 28.21 => 39.88%; Week NWE: 26.29 => 43.98%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2288,S,1160,,17.686,43.31,53,10.85,49,7.05,380,20,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2288,S,1160,,17.686,43.31,54,11.8,49,7.05,475.0000000000001,25,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2288,S,1160,,17.686,43.31,55,12.7,50,7.95,474.9999999999999,25,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
OKLO,23,0.2288,S,1160,,17.686,43.31,56,13.65,50,7.95,570,30,5.26,4.81,(Stock Name: Oklo Inc.; Sector: Utilities; Strength: S - Crypto / AI / High hype ; Intrinsic: 17.69; Revenue: 0.0cr; Net Profit: -15.0cr; Recommended: none; Projected High: 130.0; Projected Medium: 81.5; Projected Low: 14.0; All time high: 193.84 => 78.0%; SMA 200: 64.85 => -49.73%; RSI: 47.43; Day Volatility: 4.81; Week Volatility: 15.1; Month Volatility: 49.52; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 5.35 => 87.65%; Month Support: 5.35 => 87.65%; Day NWE: 29.25 => 32.46%; Week NWE: 9.33 => 78.46%; Month NWE: 0.0 => 100.0%)
